,Name,Year,Owner_Type,Seats,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Engine,Power,Price
2759,Honda Amaze E i-Vtech,2014,First,5,44753.0,Petrol,Manual,18.0,1198.0,86.7,4.94
2760,Volkswagen Vento Petrol Highline AT,2012,First,5,53024.0,Petrol,Automatic,14.4,1598.0,103.6,4.29
2761,Suzuki Wagon R Stingray VXI,2014,First,5,23840.0,Petrol,Manual,20.51,998.0,67.04,3.0
2762,Volkswagen Polo 1.5 TDI Highline,2014,First,5,81298.0,Diesel,Manual,20.14,1498.0,88.8,6.5
2763,Volkswagen Polo Petrol Comfortline 1.2L,2015,Second,5,59000.0,Petrol,Manual,16.47,1198.0,73.9,4.9
2764,Honda Amaze SX i-DTEC,2016,First,5,51806.0,Diesel,Manual,25.8,1498.0,98.6,5.4
2765,Audi A6 35 TDI Matrix,2014,First,5,56000.0,Diesel,Automatic,18.53,1968.0,187.74,24.0
2766,Tata Tigor 1.05 Revotorq XZ Option,2019,First,5,29279.0,Diesel,Manual,24.7,1047.0,69.0,7.46
2767,Volkswagen Vento 1.5 TDI Highline AT,2017,First,5,33550.0,Diesel,Automatic,21.5,1498.0,108.5,9.6
2768,Audi A6 35 TDI Matrix,2014,First,5,62000.0,Diesel,Automatic,18.53,1968.0,187.74,25.0
2769,Nissan Terrano XL 110 PS,2014,First,5,66000.0,Diesel,Manual,19.01,1461.0,108.5,6.8
2770,Skoda Rapid 1.5 TDI AT Elegance,2016,First,5,46630.0,Diesel,Automatic,21.66,1498.0,103.52,8.59
2771,Ford Figo Aspire 1.5 TDCi Trend,2016,First,5,72566.0,Diesel,Manual,25.83,1498.0,99.0,5.29
2772,Tata Venture EX,2011,First,8,51482.0,Diesel,Manual,15.42,1405.0,70.0,2.5
2773,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2011,First,5,90000.0,Diesel,Automatic,14.84,2143.0,167.62,13.9
2774,Toyota Fortuner 4x2 Manual,2014,Second,7,69000.0,Diesel,Manual,13.0,2982.0,168.5,20.0
2775,Honda City 1.5 V MT,2011,Second,5,90000.0,Petrol,Manual,17.0,1497.0,118.0,3.4
2776,Hyundai i20 Asta Option 1.2,2015,First,5,39000.0,Petrol,Manual,18.6,1197.0,81.83,5.5
2777,Volkswagen Vento Diesel Trendline,2012,Second,5,110000.0,Diesel,Manual,20.54,1598.0,103.6,3.65
2778,Ford Endeavour 2.5L 4X2 MT,2011,First,7,68022.0,Diesel,Manual,13.1,2499.0,141.0,5.86
2779,Ford EcoSport 1.5 Petrol Titanium Plus AT,2018,First,5,27852.0,Petrol,Automatic,14.8,1497.0,121.36,10.44
2780,Hyundai i20 Sportz Diesel,2011,First,5,68439.0,Diesel,Manual,23.0,1396.0,90.0,3.37
2781,Toyota Innova 2.5 VX (Diesel) 8 Seater,2011,First,8,150000.0,Diesel,Manual,12.99,2494.0,100.6,6.95
2782,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018,First,5,14000.0,Diesel,Manual,21.5,1497.0,108.5,9.9
2783,Ford Figo Diesel Titanium,2012,First,5,71558.0,Diesel,Manual,20.0,1399.0,68.05,3.3
2784,Porsche Panamera Diesel,2013,Second,4,48000.0,Diesel,Automatic,17.85,2967.0,300.0,50.5
2785,Hyundai Creta 1.6 CRDi AT SX Plus,2015,First,5,65800.0,Diesel,Automatic,17.01,1582.0,126.2,12.5
2786,Audi A4 2.0 TDI Multitronic,2014,First,5,53000.0,Diesel,Automatic,16.55,1968.0,140.0,20.5
2787,Mahindra XUV500 W8 4WD,2017,First,7,14600.0,Diesel,Manual,16.0,2179.0,140.0,14.5
2788,Isuzu MUX 4WD,2017,First,7,34429.0,Diesel,Automatic,13.8,2999.0,174.57,20.0
2789,Suzuki Swift Dzire VDI,2014,First,5,52000.0,Diesel,Manual,23.4,1248.0,74.0,5.25
2790,Suzuki Ciaz ZXi,2015,First,5,25470.0,Petrol,Manual,20.73,1373.0,91.1,5.9
2791,Hyundai EON Era Plus,2013,First,5,22000.0,Petrol,Manual,21.1,814.0,55.2,2.6
2792,Mercedes-Benz E-Class 280 CDI,2007,First,5,75000.0,Diesel,Automatic,11.0,2987.0,198.5,11.0
2793,BMW 5 Series 2003-2012 520d,2011,First,5,95995.0,Diesel,Automatic,18.48,1995.0,177.0,15.5
2794,Hyundai Grand i10 1.2 CRDi Sportz Option,2017,First,5,26877.0,Diesel,Manual,24.0,1186.0,73.97,5.75
2795,Jaguar XJ 3.0L Portfolio,2015,First,5,26000.0,Diesel,Automatic,14.47,2993.0,301.73,75.0
2796,Suzuki Swift Ldi BSIII,2007,Second,5,140000.0,Diesel,Manual,17.8,1248.0,75.0,2.0
2797,Hyundai Santro Xing GLS,2008,First,5,95291.0,Petrol,Manual,17.92,1086.0,62.1,2.3
2798,Toyota Innova 2.5 V Diesel 8-seater,2009,Second,8,135000.0,Diesel,Manual,12.8,2494.0,102.0,8.2
2799,Hyundai i20 Sportz 1.2,2015,First,5,32000.0,Petrol,Manual,18.6,1197.0,81.83,4.8
2800,Mercedes-Benz E-Class 280 CDI,2008,Second,5,68333.0,Diesel,Automatic,11.0,2987.0,198.5,8.5
2801,Ford Figo Diesel ZXI,2011,First,5,72000.0,Diesel,Manual,20.0,1399.0,68.0,2.9
2802,Toyota Corolla Altis 1.4 DG,2012,First,5,52100.0,Diesel,Manual,21.43,1364.0,86.79,6.5
2803,Hyundai Grand i10 1.2 Kappa Sportz,2018,First,5,10000.0,Petrol,Manual,18.9,1197.0,81.86,5.85
2804,Jeep Compass 2.0 Limited 4X4,2019,First,5,6261.0,Diesel,Manual,16.3,1956.0,170.0,23.91
2805,Suzuki Ignis 1.2 AMT Alpha,2019,First,5,3906.0,Petrol,Automatic,20.89,1197.0,81.8,7.36
2806,Toyota Fortuner 3.0 Diesel,2014,First,7,55960.0,Diesel,Manual,11.5,2982.0,171.0,17.25
2807,Volkswagen Vento Diesel Highline,2013,First,5,144000.0,Diesel,Manual,20.54,1598.0,103.6,7.0
2808,Toyota Innova Crysta 2.4 VX MT,2017,First,7,38000.0,Diesel,Manual,13.68,2393.0,147.8,17.65
2809,Ford Figo Diesel Celebration Edition,2013,First,5,51000.0,Diesel,Manual,20.0,1399.0,68.1,2.5
2810,Toyota Platinum Etios 1.4 GXD,2015,First,5,150000.0,Diesel,Manual,23.59,1364.0,67.05,6.0
2811,Mahindra Thar DI 4X4,2018,First,7,2500.0,Diesel,Manual,18.06,2523.0,63.0,8.25
2812,Land Rover Range Rover HSE Dynamic,2018,First,5,41661.0,Diesel,Automatic,12.7,2179.0,187.7,44.83
2813,BMW 3 Series 320d Highline,2011,First,5,64000.0,Diesel,Automatic,16.07,1995.0,181.0,10.5
2814,Hyundai Accent GLS,2008,Second,5,80000.0,Petrol,Manual,13.2,1495.0,94.0,1.9
2815,Suzuki Celerio ZXI AT,2016,Second,5,30000.0,Petrol,Automatic,23.1,998.0,67.04,4.25
2816,Jaguar XF 2.2 Litre Luxury,2014,Second,5,43000.0,Diesel,Automatic,16.36,2179.0,187.7,26.5
2817,Audi A6 2.7 TDI,2013,Second,5,90000.0,Diesel,Automatic,12.4,2698.0,179.5,22.5
2818,Nissan Micra Diesel XV,2011,First,5,123880.0,Diesel,Manual,23.08,1461.0,63.1,3.3
2819,Honda Amaze S i-Vtech,2015,Second,5,42000.0,Petrol,Manual,18.0,1198.0,86.7,4.3
2820,Renault Duster 85PS Diesel RxL Option,2012,First,5,79824.0,Diesel,Manual,19.87,1461.0,83.8,5.25
2821,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,First,8,75000.0,Diesel,Manual,12.99,2494.0,100.6,11.75
2822,Honda Amaze E i-Vtech,2014,First,5,72411.0,Petrol,Manual,18.0,1198.0,86.7,4.25
2823,Mercedes-Benz New C-Class C 250 CDI Elegance,2012,First,5,63000.0,Diesel,Automatic,14.94,2143.0,204.0,14.22
2824,Toyota Etios Liva G,2015,First,5,53713.0,Petrol,Manual,17.71,1197.0,78.9,4.2
2825,Toyota Innova Crysta 2.8 GX AT 8S,2017,First,8,18000.0,Diesel,Automatic,11.36,2755.0,171.5,18.25
2826,Mercedes-Benz New C-Class 200 CDI Elegance,2013,First,5,51000.0,Diesel,Manual,15.8,2148.0,170.0,18.5
2827,Suzuki Swift VXI BSIII,2008,Second,5,86700.0,Petrol,Manual,16.1,1298.0,88.2,2.4
2828,Suzuki Baleno Alpha 1.3,2016,First,5,29000.0,Diesel,Manual,27.39,1248.0,74.0,6.5
2829,Suzuki Celerio VXI AT,2015,First,5,33000.0,Petrol,Automatic,23.1,998.0,67.04,3.99
2830,Ford Ecosport 1.5 DV5 MT Ambiente,2014,First,5,64394.0,Diesel,Manual,22.7,1498.0,89.84,5.45
2831,Tata Manza Aura Quadrajet,2010,First,5,76000.0,Diesel,Manual,18.8,1248.0,90.0,2.7
2832,Honda Jazz 1.5 SV i DTEC,2016,First,5,48719.0,Diesel,Manual,27.3,1498.0,98.6,6.25
2833,Mahindra XUV500 W8 2WD,2016,First,7,59711.0,Diesel,Manual,15.1,2179.0,140.0,13.28
2834,Nissan Micra Diesel XV Premium,2012,First,5,83000.0,Diesel,Manual,23.08,1461.0,63.1,3.7
2835,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2018,First,5,10714.0,Diesel,Automatic,19.27,2143.0,167.62,39.51
2836,Tata Manza Aura Plus Quadrajet BS IV,2010,Second,5,127510.0,Diesel,Manual,19.0,1248.0,90.0,1.4
2837,Suzuki Swift VDI,2014,First,5,35010.0,Diesel,Manual,22.9,1248.0,74.0,3.5
2838,Suzuki Swift Dzire 1.2 Lxi BSIV,2012,First,5,75451.0,Petrol,Manual,17.5,1197.0,85.8,3.78
2839,Tata Indigo eCS LS (TDI) BS-III,2015,First,5,83000.0,Diesel,Manual,19.09,1405.0,69.01,2.7
2840,Honda Amaze S i-Dtech,2013,First,5,38755.0,Diesel,Manual,25.8,1498.0,98.6,3.2
2841,Suzuki Swift VXI BSIV,2016,First,5,30000.0,Petrol,Manual,20.4,1197.0,81.8,5.0
2842,Suzuki Ertiga ZDI,2012,First,7,40000.0,Diesel,Manual,20.77,1248.0,88.8,7.0
2843,Hyundai Grand i10 Era,2014,Second,5,19500.0,Petrol,Manual,18.9,1197.0,82.0,2.85
2844,Nissan Micra Active XV,2016,First,5,41000.0,Petrol,Manual,19.69,1198.0,67.04,4.25
2845,Hyundai Grand i10 Asta Option,2014,Second,5,30000.0,Petrol,Manual,18.9,1197.0,82.0,4.9
2846,Jeep Compass 2.0 Sport,2017,First,5,37000.0,Diesel,Manual,17.1,1956.0,170.0,16.9
2847,Volkswagen Polo Diesel Comfortline 1.2L,2014,Second,5,62000.0,Diesel,Manual,22.07,1199.0,73.9,4.25
2848,Honda Amaze S AT i-Vtech,2015,First,5,42023.0,Petrol,Automatic,15.5,1198.0,86.7,4.34
2849,BMW X3 xDrive20d Advantage Edition,2012,First,5,51001.0,Diesel,Automatic,16.09,1995.0,184.0,17.0
2850,BMW 3 Series 320d Luxury Line,2017,First,5,55389.0,Diesel,Automatic,18.88,1995.0,184.0,28.45
2851,Honda City V AT,2014,First,5,46728.0,Petrol,Automatic,15.6,1497.0,116.3,6.15
2852,Mahindra Ssangyong Rexton RX5,2014,First,7,58995.0,Diesel,Manual,12.83,2696.0,162.0,9.25
2853,Suzuki Swift Dzire LDI,2015,First,5,37857.0,Diesel,Manual,26.59,1248.0,74.0,4.85
2854,Suzuki Swift VDI BSIV,2014,First,5,71000.0,Diesel,Manual,25.2,1248.0,74.0,4.8
2855,Honda Brio S Option MT,2012,First,5,49024.0,Petrol,Manual,18.4,1198.0,86.8,2.3
2856,Hyundai Grand i10 Sportz,2016,First,5,10770.0,Petrol,Manual,18.9,1197.0,82.0,4.75
2857,Tata Zest Quadrajet 1.3 75PS XM,2017,First,5,72000.0,Diesel,Manual,22.95,1248.0,74.0,5.0
2858,Hyundai EON Era Plus,2015,First,5,91000.0,Petrol,Manual,21.1,814.0,55.2,2.5
2859,Hyundai i20 1.2 Spotz,2017,First,5,14000.0,Petrol,Manual,18.6,1197.0,81.83,5.95
2860,Volvo S60 D4 KINETIC,2014,Second,5,48000.0,Diesel,Automatic,9.0,1984.0,181.0,16.0
2861,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,First,5,75136.0,Diesel,Manual,22.7,1498.0,89.84,6.15
2862,Suzuki Ritz VXI,2014,Second,5,32500.0,Petrol,Manual,21.1,1197.0,85.8,4.05
2863,Hyundai i20 1.4 CRDi Magna,2010,Second,5,94500.0,Diesel,Manual,21.9,1396.0,90.0,3.1
2864,Suzuki Dzire VXI,2013,First,5,34900.0,Petrol,Manual,22.0,1197.0,81.8,5.49
2865,Porsche Panamera 2010 2013 4S,2010,Third,4,42400.0,Petrol,Automatic,8.0,4806.0,394.3,42.91
2866,Suzuki Swift VDi BSIII W/ ABS,2015,First,5,50000.0,Diesel,Manual,17.8,1248.0,75.0,5.7
2867,Honda Brio S MT,2014,First,5,35000.0,Petrol,Manual,19.4,1198.0,86.8,2.85
2868,Chevrolet Beat LS,2012,Second,5,37000.0,Petrol,Manual,18.6,1199.0,79.4,2.35
2869,Hyundai Creta 1.6 SX Plus Petrol Automatic,2018,First,5,32807.0,Petrol,Automatic,13.0,1591.0,121.3,14.76
2870,Honda City ZX GXi,2008,Second,5,119000.0,Petrol,Manual,17.7,1497.0,78.0,2.25
2871,Suzuki Ritz LXi,2016,First,5,12000.0,Petrol,Manual,18.5,1197.0,85.8,3.65
2872,Ford EcoSport 1.5 TDCi Trend,2016,First,5,46727.0,Diesel,Manual,22.77,1498.0,98.59,7.25
2873,BMW 3 Series 320d,2010,First,5,73336.0,Diesel,Automatic,13.2,1995.0,170.0,10.69
2874,Hyundai Verna 1.6 SX VTVT,2014,Second,5,9000.0,Petrol,Manual,17.01,1591.0,121.3,5.5
2875,Toyota Innova 2.5 G4 Diesel 8-seater,2005,Fourth & Above,8,240000.0,Diesel,Manual,12.8,2494.0,102.0,5.1
2876,Suzuki Wagon R LXI,2014,First,5,25422.0,Petrol,Manual,22.5,998.0,67.04,3.25
2877,Suzuki Ertiga VDI,2018,First,7,14000.0,Diesel,Manual,25.47,1248.0,88.5,9.25
2878,Suzuki Alto LXi BSIII,2008,First,5,66000.0,Petrol,Manual,19.7,796.0,46.3,1.7
2879,Suzuki A-Star Vxi,2010,First,5,55324.0,Petrol,Manual,19.0,998.0,66.1,2.87
2880,BMW X5 3.0d,2009,First,5,90000.0,Diesel,Automatic,11.0,2993.0,235.0,17.75
2881,Mahindra KUV 100 G80 K6 Plus 5Str,2017,First,5,43000.0,Petrol,Manual,18.15,1198.0,82.0,4.5
2882,Hyundai i10 Magna AT,2008,Second,5,58483.0,Petrol,Automatic,19.2,1197.0,80.0,2.95
2883,Honda Civic 2006-2010 1.8 S AT,2007,Second,5,93000.0,Petrol,Automatic,12.9,1799.0,130.0,2.6
2884,Hyundai i10 Sportz 1.2,2010,First,5,50000.0,Petrol,Manual,20.36,1197.0,78.9,3.0
2885,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2014,Second,5,78616.0,Diesel,Automatic,14.84,2143.0,170.0,15.5
2886,Toyota Etios G,2011,First,5,37000.0,Petrol,Manual,17.6,1496.0,88.73,2.8
2887,Honda City 1.5 E MT,2010,First,5,54801.0,Petrol,Manual,17.0,1497.0,118.0,2.5
2888,Suzuki Swift Dzire VDI,2014,First,5,29000.0,Diesel,Manual,23.4,1248.0,74.0,5.75
2889,Suzuki Swift VXI,2010,First,5,68000.0,Petrol,Manual,22.0,1197.0,81.8,2.8
2890,Hyundai Verna 1.6 EX VTVT,2014,First,5,58000.0,Petrol,Manual,17.01,1591.0,121.3,4.59
2891,Suzuki Ritz VDi,2012,First,5,64290.0,Diesel,Manual,23.2,1248.0,73.94,3.65
2892,Toyota Fortuner 4x2 Manual,2015,First,7,31000.0,Diesel,Manual,13.0,2982.0,168.5,19.85
2893,Jeep Compass 2.0 Limited,2018,First,5,16039.0,Diesel,Manual,17.1,1956.0,170.0,18.5
2894,Hyundai i20 Asta Option 1.2,2017,First,5,19860.0,Petrol,Manual,18.6,1197.0,81.83,6.95
2895,Tata New Safari DICOR 2.2 EX 4x4 BS IV,2012,First,7,75391.0,Diesel,Manual,13.93,2179.0,138.0,3.75
2896,Suzuki Swift Dzire LDi,2008,Second,5,78000.0,Diesel,Manual,19.3,1248.0,73.9,2.3
2897,Tata Indigo eCS eLS BS IV,2016,First,5,78000.0,Diesel,Manual,25.0,1396.0,69.01,2.3
2898,Suzuki Swift LDI,2016,First,5,52000.0,Diesel,Manual,28.4,1248.0,74.0,5.95
2899,Suzuki Celerio VXI AT,2016,First,5,30000.0,Petrol,Automatic,23.1,998.0,67.04,3.49
2900,BMW 5 Series 2013-2017 530d M Sport,2016,First,5,19254.0,Diesel,Automatic,14.69,2993.0,258.0,47.7
2901,Volkswagen Polo 1.2 MPI Highline,2015,First,5,29651.0,Petrol,Manual,16.47,1198.0,74.0,6.43
2902,Tata Safari DICOR 2.2 LX 4x2,2011,First,7,80000.0,Diesel,Manual,13.93,2179.0,138.03,4.5
2903,Mini Cooper S Carbon Edition,2018,First,4,2971.0,Petrol,Automatic,13.6,1598.0,181.0,39.75
2904,Ford Figo Petrol Titanium,2015,First,5,21400.0,Petrol,Manual,15.6,1196.0,70.0,4.0
2905,Honda City i DTEC V,2015,First,5,77000.0,Diesel,Manual,26.0,1498.0,98.6,6.98
2906,Hyundai Tucson CRDi,2006,Second,7,80000.0,Diesel,Manual,12.6,1991.0,112.0,1.75
2907,Skoda Laura Ambiente 2.0 TDI CR MT,2013,First,5,81755.0,Diesel,Manual,20.0,1968.0,108.5,4.75
2908,Toyota Fortuner 3.0 Diesel,2016,First,7,99593.0,Diesel,Manual,11.5,2982.0,171.0,23.5
2909,Hyundai Verna 1.6 SX,2014,First,5,39791.0,Diesel,Manual,22.32,1582.0,126.32,7.49
2910,Mahindra XUV500 W6 2WD,2015,First,7,113000.0,Diesel,Manual,15.1,2179.0,140.0,10.85
2911,Renault KWID RXT,2017,First,5,24000.0,Petrol,Manual,25.17,799.0,53.3,3.5
2912,Hyundai i20 Asta 1.2,2015,Second,5,39000.0,Petrol,Manual,18.6,1197.0,81.83,6.3
2913,Honda City V AT,2012,First,5,37000.0,Petrol,Automatic,15.6,1497.0,116.3,6.75
2914,Ford Endeavour 3.2 Titanium AT 4X4,2017,First,7,61108.0,Diesel,Automatic,10.91,3198.0,197.0,28.88
2915,Skoda Superb Elegance 1.8 TSI AT,2016,First,5,61648.0,Petrol,Automatic,13.7,1798.0,157.75,14.23
2916,BMW 3 Series 320d Sport,2012,Third,5,37000.0,Diesel,Automatic,22.69,1995.0,190.0,15.0
2917,Suzuki Ritz LDi,2013,First,5,65000.0,Diesel,Manual,23.2,1248.0,73.94,3.75
2918,Toyota Fortuner 3.0 Diesel,2011,Second,7,148009.0,Diesel,Manual,11.5,2982.0,171.0,12.75
2919,Suzuki Swift Lxi BSIII,2009,First,5,53001.0,Petrol,Manual,16.1,1298.0,88.2,1.95
2920,Tata Tigor 1.2 Revotron XT,2018,First,5,22345.0,Petrol,Manual,20.3,1199.0,84.0,4.95
2921,Honda City i VTEC CVT VX,2015,First,5,50000.0,Petrol,Automatic,18.0,1497.0,117.3,8.25
2922,BMW 3 Series 320d,2013,First,5,48183.0,Diesel,Automatic,13.2,1995.0,170.0,20.99
2923,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,2010,Second,5,93000.0,Diesel,Automatic,14.21,2143.0,203.0,17.5
2924,Suzuki Swift VDI,2015,First,5,53500.0,Diesel,Manual,28.4,1248.0,74.0,5.36
2925,Suzuki Ertiga VXI,2014,First,7,17585.0,Petrol,Manual,16.02,1373.0,93.7,6.35
2926,Hyundai Verna 1.6 VTVT,2011,First,5,36226.0,Petrol,Manual,17.01,1591.0,121.3,2.95
2927,Land Rover Discovery Sport TD4 HSE,2019,First,5,25899.0,Diesel,Automatic,12.63,2179.0,147.5,55.7
2928,Hyundai Santro Xing GL,2009,First,5,60170.0,Petrol,Manual,0.0,1086.0,62.0,1.15
2929,Mercedes-Benz New C-Class C 220 CDI Style,2017,First,5,11200.0,Diesel,Automatic,19.27,2143.0,167.62,37.5
2930,Hyundai i10 Magna 1.2,2017,First,5,49045.0,Petrol,Manual,20.36,1197.0,78.9,4.07
2931,Volkswagen Polo Diesel Comfortline 1.2L,2012,First,5,45000.0,Diesel,Manual,22.07,1199.0,73.9,2.99
2932,Suzuki Vitara Brezza VDi Option,2017,First,5,40000.0,Diesel,Manual,24.3,1248.0,88.5,7.9
2933,Renault Duster 85PS Diesel RxL,2016,First,5,36600.0,Diesel,Manual,19.87,1461.0,83.8,7.49
2934,Tata Indica Vista Aqua 1.3 Quadrajet,2009,First,5,117000.0,Diesel,Manual,18.0,1248.0,75.0,1.1
2935,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2016,First,7,16000.0,Diesel,Automatic,11.3,2987.0,254.8,56.0
2936,Hyundai Xcent 1.2 CRDi S,2016,First,5,50000.0,Diesel,Manual,25.4,1186.0,73.97,3.5
2937,Hyundai Verna CRDi SX ABS,2008,First,5,150000.0,Diesel,Manual,18.1,1493.0,110.0,3.0
2938,Hyundai Verna 1.6 SX VTVT,2014,First,5,11000.0,Petrol,Manual,17.01,1591.0,121.3,6.1
2939,Ford Figo Petrol ZXI,2010,First,5,102016.0,Petrol,Manual,15.6,1196.0,70.0,2.25
2940,Suzuki Swift VDI Optional,2016,First,5,38000.0,Diesel,Manual,25.2,1248.0,74.0,5.95
2941,Renault Pulse RxL,2013,First,5,71491.0,Diesel,Manual,23.08,1461.0,63.12,4.95
2942,Volkswagen Polo 1.2 MPI Highline,2015,Second,5,46354.0,Petrol,Manual,16.47,1198.0,74.0,5.49
2943,BMW 3 Series 320d Luxury Line,2019,First,5,87000.0,Diesel,Automatic,22.69,1995.0,190.0,6.67
2944,Skoda Rapid 1.6 MPI Active,2015,First,5,20765.0,Petrol,Manual,15.0,1598.0,103.52,6.25
2945,Audi Q7 3.0 TDI Quattro Premium Plus,2014,First,7,51076.0,Diesel,Automatic,12.07,2967.0,241.4,34.88
2946,Suzuki Ciaz VDi Plus,2016,First,5,84085.0,Diesel,Manual,26.21,1248.0,88.5,6.9
2947,Honda City i DTEC VX,2014,First,5,55000.0,Diesel,Manual,25.1,1498.0,98.6,5.99
2948,Mercedes-Benz E-Class 2009-2013 E350 Petrol,2010,First,5,73000.0,Petrol,Automatic,10.93,3498.0,272.0,10.4
2949,Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,2012,First,5,50001.0,Diesel,Automatic,14.57,2967.0,241.38,29.0
2950,Mahindra Xylo H4,2016,Second,7,93166.0,Diesel,Manual,14.02,2179.0,118.3,5.85
2951,Honda City 1.5 EXI AT,2006,Third,5,99583.0,Petrol,Automatic,12.0,1493.0,100.0,2.21
2952,Suzuki SX4 ZXI MT BSIV,2010,First,5,72000.0,Petrol,Manual,15.5,1586.0,103.3,2.4
2953,Toyota Corolla Altis G,2009,Third,5,70000.0,Petrol,Manual,14.53,1798.0,138.1,3.0
2954,Volkswagen Vento Petrol Highline AT,2012,Second,5,61000.0,Petrol,Automatic,14.4,1598.0,103.6,3.75
2955,Hyundai EON Era Plus,2015,First,5,66510.0,Petrol,Manual,21.1,814.0,55.2,2.95
2956,Skoda Laura Ambition 2.0 TDI CR MT,2011,First,5,84062.0,Diesel,Manual,20.0,1968.0,108.5,5.8
2957,Suzuki Swift VDI,2012,First,5,80799.0,Diesel,Manual,22.9,1248.0,74.0,4.9
2958,Toyota Corolla Altis 1.8 VL CVT,2018,First,5,5000.0,Petrol,Automatic,14.28,1798.0,138.03,16.95
2959,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,First,8,92000.0,Diesel,Manual,12.99,2494.0,100.0,12.5
2960,Tata Tiago Wizz 1.05 Revotorq,2017,First,5,53000.0,Diesel,Manual,27.28,1047.0,69.0,5.0
2961,Skoda Rapid 1.6 MPI Ambition,2015,First,5,39822.0,Petrol,Manual,15.41,1598.0,103.52,4.68
2962,Ford Endeavour 3.2 Titanium AT 4X4,2016,First,7,29000.0,Diesel,Automatic,10.91,3198.0,197.0,29.8
2963,Renault KWID RXL,2017,Second,5,24214.0,Petrol,Manual,25.17,799.0,53.3,3.46
2964,Hyundai i20 1.4 Asta CRDi with AVN,2012,First,5,75000.0,Diesel,Manual,23.0,1396.0,90.0,4.0
2965,Skoda Laura Ambiente,2012,Second,5,77216.0,Diesel,Manual,17.5,1896.0,106.0,4.5
2966,Toyota Corolla Altis Diesel D4DG,2013,First,5,74290.0,Diesel,Manual,21.43,1364.0,87.2,5.87
2967,Mahindra Scorpio S8 8 Seater,2015,First,8,61000.0,Diesel,Manual,15.4,2179.0,120.0,9.5
2968,Audi Q5 2.0 TDI Premium Plus,2013,First,5,44000.0,Diesel,Automatic,14.16,1968.0,174.3,32.5
2969,Chevrolet Enjoy TCDi LS 8 Seater,2014,First,8,74041.0,Diesel,Manual,18.2,1248.0,73.8,3.88
2970,BMW 3 Series 320d,2013,First,5,85846.0,Diesel,Automatic,22.69,1995.0,190.0,13.08
2971,Nissan Sunny 2011-2014 Diesel XV,2012,First,5,52000.0,Diesel,Manual,21.64,1461.0,84.8,3.5
2972,Honda Accord 2.4 MT,2010,Second,5,47000.0,Petrol,Manual,12.8,2354.0,177.6,3.5
2973,Hyundai Verna CRDi,2010,First,5,72010.0,Diesel,Manual,16.8,1493.0,110.0,4.45
2974,Suzuki Omni E MPI STD BS IV,2015,First,8,15000.0,Petrol,Manual,16.8,796.0,34.2,2.35
2975,Honda City i VTEC SV,2015,First,5,480000.0,Petrol,Manual,17.4,1497.0,117.3,5.0
2976,Audi A7 2011-2015 Sportback,2012,Second,5,24720.0,Diesel,Automatic,0.0,2967.0,241.4,28.0
2977,Ford Fiesta 1.4 ZXi Leather,2007,Second,5,75000.0,Petrol,Manual,16.6,1388.0,68.0,2.0
2978,Hyundai i20 1.4 Asta,2015,First,5,57000.0,Diesel,Manual,22.54,1396.0,88.73,6.35
2979,Mercedes-Benz E-Class E250 CDI Avantgrade,2015,First,5,41057.0,Diesel,Automatic,13.0,2143.0,201.1,24.63
2980,Ford EcoSport 1.5 TDCi Trend Plus,2016,First,5,20000.0,Diesel,Manual,22.77,1498.0,98.59,7.9
2981,Hyundai i20 1.2 Magna,2011,First,5,52359.0,Petrol,Manual,18.5,1197.0,80.0,3.25
2982,Honda City i VTEC V,2016,Second,5,17000.0,Petrol,Manual,17.8,1497.0,117.3,8.25
2983,Nissan Micra Diesel XV,2011,First,5,39002.0,Diesel,Manual,23.08,1461.0,63.1,2.85
2984,Ford Figo Diesel EXI,2010,Second,5,129986.0,Diesel,Manual,20.0,1399.0,68.0,3.2
2985,Nissan Micra XL,2013,First,5,45000.0,Petrol,Manual,18.44,1198.0,75.0,1.75
2986,Honda Accord 2.4 MT,2009,Second,5,82002.0,Petrol,Manual,12.8,2354.0,177.6,5.75
2987,Skoda Superb Elegance 1.8 TSI AT,2010,First,5,67000.0,Petrol,Automatic,13.7,1798.0,157.75,4.7
2988,Suzuki Omni 8 Seater BSIV,2017,First,5,21260.0,Petrol,Manual,14.0,796.0,35.0,2.9
2989,Hyundai i20 Magna Optional 1.4 CRDi,2012,First,5,55362.0,Diesel,Manual,21.9,1396.0,88.8,4.25
2990,Hyundai Creta 1.6 CRDi AT SX Plus,2017,First,5,13000.0,Diesel,Automatic,17.01,1582.0,126.2,14.5
2991,Suzuki Swift VDI BSIV,2016,First,5,45725.0,Diesel,Manual,25.2,1248.0,74.0,5.34
2992,Suzuki Swift LDI BSIV,2014,First,5,105000.0,Diesel,Manual,25.2,1248.0,74.0,3.85
